Project URL,Commit URL,Commit Message
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/90ecbb3a4e688c3fdaf5071d8c467a58703be2e2 , fix for 146046, no indication of failure when jsf library jars are missing and a library is referenced.  log an entry for each missing jar in a referenced jsf library when dependencies are added.  missing jars are also filtered out and added as dependencies.  however, same practice does not apply when removing dependencies.  it is intended to perform a clean up w/ all jars. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c9ef711eb4f3abab018bd70c4056b54e42b48723 , bug fix for 147180 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/9f51a689e4c1dd0f3601363ffd567a1a3d3f9cd5 , fix for 147813 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f9bec53a1f173e9d9f01b53ff8dc2eb020f1d4fb , plugin names and provider names - make consistent, correct, and meaningful - externalize to plugin.properties where necessary. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/5ebfef8d784c339b9dc8eed1045bae458625f816 , fix ext-pt name. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/7791535802f2d00b66e01d23abbf7996559dd5f2 , fix copyright, add about.html, and update build.properties. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/666ee31fb053744520551d2b461a5b9a00fe5884 , fix copyright header. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/eb3b88c747f24ab1aa839ee2c9f716b87823a1ff , bug fix 148070 - double-click on page node in nav page fails to open jsp editor 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/4236c89f746d2dfce8ac735b4eefbc778973a821 , bug fix 148071: from-outcome browser from link property sheet always displays empty list 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/6a10dbc011be59647cd34aed7cc2b79f9a8d679d , bug fix 148071: from-outcome browser from link property sheet always displays empty list 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/178c5e224f4eb333d111a3608b9892d302d79f30 , bug fix 124354: out of swt handles error 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f58762ed8febbc11d34e3cbe66a366914cf435f2 , bug fix 124354: out of swt handles error 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/4e77610a8bfcd819a4c4e5399b35d7898dce0e7e , bug fix 150120: cannot open faces-config.xml within non-jsf project 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/fd0efbe3e7b86b7a242af6394c82a9546b26cdf0 , https://bugs.eclipse.org/bugs/show_bug.cgi?id=144006 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ce7496c7a159acec8f9c5f53fa609698eb22e474 , fix for https://bugs.eclipse.org/bugs/show_bug.cgi?id=149221  refactored design time bean introspection into its own set of libs in jsf.core.  implicit bean property rules including boolean is accessor are now more correctly implemented and called from the java type descriptor 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/29eb1ab78a917ddbe8f5e925a01a6c03a90b91dd , fixed deprecation warning in manifest file. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/065a9e479131b859203f29c43185281b8ec42673 , bug fix 150120: cannot open faces-config.xml within non-jsf project 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/76dfa7c282e3ce8b7838bd75b70e51d6e4f34f79 , apply patch for bug 148498. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/9eed9b8701b7f295c3674d620bba24b0dce54362 , bug fix 154788: faces-config navigation rules editor makes an invalid assumption that the pages are jsp files 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/2c216e49673b584046c07d4eadc759b497eb6b2d , bug fix 154788: faces-config navigation rules editor makes an invalid assumption that the pages are jsp files 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/c99a0f82aa6aa4795d8418402f90cc3dba8d9587 , [146052] jsf libraries default incorrectly for a new project. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/676c1fe37e7743b8edcb79b521e6f965f05d0ce8 , changes for minor issues found during el validation unit testing.  corrected typeconstant for big decimal's and also the type signature delegate for some built symbols. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/566b5426c7718aad8e0666b2bc1557820427cfd8 , code warnings cleanup.  see https://bugs.eclipse.org/bugs/show_bug.cgi?id=163125. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/500115b3184a45237e064ab6eeefd6831d945094 , code warnings cleanup.  see https://bugs.eclipse.org/bugs/show_bug.cgi?id=163125. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/dcb58bc275b0d2b813b7c5f2347af93499e40103 , code warnings cleanup.  see https://bugs.eclipse.org/bugs/show_bug.cgi?id=163125 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/930c86bcd3cfdd1a56d2cd876819b865b90cce5e , bug 157116, item 1: refactor loadbundleutil to common utility 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/4e8a98e6fa396cdb947606ce1abef650dd31438b , bug fix 152533, raised by cameron: command to move the button seems to be split into two commands 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/164b3b30cffdfb86f0207ddc71962f17fde3602f , added org.eclipse.jface to plugin dependency to resolve indirect reference compile problem. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ea2a101ddf171c5440035d5f41bdbcfab56d4dae , code cleanup including:  - some deprecated fixes - fixed some try-catch statements - removed unnecessary casts - renamed member shadowing locals - removed unnecessary else statements - commented out unused variables and dead code. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ee1e94ac18afa7f962c72f5462f2773af174bf71 , - fixes breakage of symbols content assist - regen of symbols emf framework in plugin 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/74f4efbf5a6eb0dd42e0640d252282817dbbd1a4 , fixed missing files. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/ad9068a60562c844cc5fd3e483b94a1dac2f6254 , fixed missing properties. 
https://github.com/eclipse/webtools.jsf , https://github.com/eclipse/webtools.jsf/commit/f9f6f37c0406511cf106f307f5ab02dc98f4d82c , bug #166531. add missing plugin properties for org.eclipse.jst.jsf.common.ui. update org.eclipse.jst.jsf.feature to include newly-refactored plugins. 
